Ministry/Sector,Agency/Dept,Service Name,Description,Simple Service Name,Simple Description,Service Category,Access Method,Online Platform,Required Documents,Processing Time,Cost,Eligibility,Contact/Link,Deep Link to Service,Has Online Form?,Form Type,Form URL,Has PDF Form?,PDF Form URL,Form Submission Method,Notes/Research Status
Health,NCDC,Disease Surveillance Report,Report suspected disease outbreaks to health authorities,Report Disease Surveillance Report Problem,Tell the government about your disease surveillance report problem. It is free.,Complaint,Online/Phone,www.ncdc.gov.ng,"Symptoms, location, contact info",Processing varies,Free,Healthcare providers/public,www.ncdc.gov.ng,,,,,,,,
Health,NCDC,Vaccination Records Request,Get official vaccination records from national system,Find information about vaccination records request,Learn about vaccination records request and how it can help you.,Information,Online,www.ncdc.gov.ng,"Name, date of birth, NIN",2-5 days,Free,Vaccinated individuals,www.ncdc.gov.ng,,,,,,,,
Health,NCDC,Health Alert Notification,Receive health alerts and disease outbreak notifications,Find information about health alert notification,Learn about health alert notification and how it can help you.,Information,Online/SMS,www.ncdc.gov.ng or SMS,Phone number,Real-time,Free,All citizens,www.ncdc.gov.ng,,,,,,,,
Health,NACA,HIV Testing Service,Access confidential HIV testing services,Find information about hiv testing service,Learn about hiv testing service and how it can help you.,Information,Offline,NACA centers/partner clinics,None required,1-2 hours,Free/Subsidized,All adults,www.naca.gov.ng,,,,,,,,
Health,NACA,Anti-Retroviral Treatment Enrollment,Enroll in ART program for HIV management,Get Anti-Retroviral Treatment Enrollment Certificate,Get an official document proving you've completed anti-retroviral treatment enrollment.,Certification,Offline,Authorized health centers,"Positive test result, ID",Ongoing,Free,HIV positive individuals,www.naca.gov.ng,,,,,,,,
Health,NACA,HIV Counseling Service,Access counseling for HIV prevention and management,Find information about hiv counseling service,Learn about hiv counseling service and how it can help you.,Information,Offline/Phone,NACA partner centers,None required,1 hour per session,Free,All individuals,www.naca.gov.ng,,,,,,,,
Health,NPHCDA,Primary Healthcare Access,Access primary healthcare services at PHC facilities,Find information about primary healthcare access,Learn about primary healthcare access and how it can help you.,Information,Offline,PHC centers nationwide,"ID, residence proof",Walk-in or scheduled,Free/Minimal,All citizens,www.nphcda.gov.ng,,,,,,,,
Health,NPHCDA,Maternal Health Services,"Access antenatal, delivery, and postnatal care",Find information about maternal health,Learn about maternal health services and how it can help you.,Information,Offline,PHC/maternity centers,Pregnancy confirmation,Scheduled,Free,Pregnant women,www.nphcda.gov.ng,,,,,,,,
Health,NPHCDA,Child Health Services,Access child health immunization and growth monitoring,Find information about child health,Learn about child health services and how it can help you.,Information,Offline,PHC centers,Birth certificate,Scheduled,Free,Children under 5,www.nphcda.gov.ng,,,,,,,,
Trade,NIPC,Business Permit for Foreigners,Obtain permit for foreign business operations,Get a business permit for foreigners,Get official permission from the government for business permit for foreigners.,Licensing,Online/Offline,NIPC offices,"Passport, business plan, financial docs",7-14 days,"₦50,000-₦200,000",Foreigners,www.nipc.gov.ng,,,,,,,,
Trade,NIPC,Expatriate Work Quota,Get work permit quota for foreign employees,Get your expatriate work quota,Get official permission from the government for expatriate work quota.,Licensing,Online/Offline,NIPC offices,"Employment letter, CV, company registration",10-21 days,"₦100,000-₦500,000",Employers,www.nipc.gov.ng,,,,,,,,
Trade,NIPC,Investment Opportunity Information,Get information on investment opportunities in Nigeria,Find information about investment opportunity information,Learn about investment opportunity information and how it can help you.,Information,Online,www.nipc.gov.ng,None,Instant,Free,Investors,www.nipc.gov.ng,,,,,,,,
Trade,SON,Product Quality Certification,Get certification that product meets Nigerian standards,Get Product Quality Certification Certificate,Get an official document proving you've completed product quality certification.,Certification,Offline,SON offices,"Product samples, test reports, manufacturer details",14-60 days,"₦100,000-₦500,000",Manufacturers,www.son.gov.ng,,,,,,,,
Trade,SON,Standards Compliance Check,Verify if product complies with SON standards,Find information about standards compliance check,Learn about standards compliance check and how it can help you.,Information,Online/Offline,SON offices,Product details,5-10 days,"₦10,000-₦50,000",Producers/importers,www.son.gov.ng,,,,,,,,
Trade,SON,Factory Inspection Service,Get factory inspected for standards compliance,Get Factory Inspection Service Certificate,Get an official document proving you've completed factory inspection service.,Certification,Offline,SON inspection teams,"Factory details, product info",5-15 days,"₦200,000-₦1,000,000+",Manufacturers,www.son.gov.ng,,,,,,,,
Labour,ITF,Entrepreneurship Training Program,Enroll in entrepreneurship and business training,Learn How To Start A Business,Take a free class on how to start your own business.,Training,Online/Offline,ITF centers,"Secondary school cert, ID, business idea",8-16 weeks,Free/Subsidized,Nigerians 18-45,www.itf.gov.ng,,,,,,,,
Labour,ITF,Skills Upgrade Training,Access training in high-demand technical skills,Learn Skills Upgrade Training,Take a free training class to learn skills upgrade training.,Training,Online/Offline,ITF centers,"Previous skill level, ID",4-12 weeks,Free/Subsidized,Working adults,www.itf.gov.ng,,,,,,,,
Labour,ITF,Apprenticeship Placement,Get placed in apprenticeship programs,Learn Apprenticeship Placement,Take a free training class to learn apprenticeship placement.,Training,Offline,ITF centers,"Educational background, interest area",Varies,Free/Subsidized,School leavers,www.itf.gov.ng,,,,,,,,
Labour,ITF,Certification Verification,Verify ITF training and skill certificates,Find information about certification verification,Learn about certification verification and how it can help you.,Information,Online,www.itf.gov.ng,Certificate details,2-5 days,Free,Employers/institutions,www.itf.gov.ng,,,,,,,,
Environment,NESREA,Air Quality Monitoring Report,Get air quality reports for your area,Find information about air quality monitoring report,Learn about air quality monitoring report and how it can help you.,Information,Online,www.nesrea.gov.ng,Location,Real-time,Free,Public/Businesses,www.nesrea.gov.ng,,,,,,,,
Environment,NESREA,Waste Management Compliance,Get compliance certification for waste management,Get Waste Management Compliance Certificate,Get an official document proving you've completed waste management compliance.,Certification,Offline,NESREA offices,"Waste facility details, management plan",14-30 days,"₦200,000-₦1,000,000",Industries,www.nesrea.gov.ng,,,,,,,,
Environment,NESREA,Environmental Audit Service,Request environmental audit of facility,Get Environmental Audit Service Certificate,Get an official document proving you've completed environmental audit service.,Certification,Offline,NESREA,"Facility location, operations type",14-30 days,"₦500,000-₦2,000,000",Businesses,www.nesrea.gov.ng,,,,,,,,
Environment,NOSDRA,Oil Spill Incident Report,Report oil spill or environmental incident,Report Oil Spill Incident Report Problem,Tell the government about your oil spill incident report problem. It is free.,Complaint,Online/Phone,www.nosdra.gov.ng,"Incident location, details, photos",Processing varies,Free,Anyone,www.nosdra.gov.ng,,,,,,,,
Environment,NOSDRA,Environmental Remediation Monitoring,Monitor environmental remediation progress,Find information about environmental remediation monitoring,Learn about environmental remediation monitoring and how it can help you.,Information,Online,www.nosdra.gov.ng,Project reference,Ongoing,Free,Project stakeholders,www.nosdra.gov.ng,,,,,,,,
Agriculture,NAIC,Crop Insurance Enrollment,Enroll in crop insurance program,Get your crop insurance enrollment,Register to officially get crop insurance enrollment.,Registration,Offline,NAIC offices/agent centers,"Farm details, land proof, ID",7-14 days,Premium varies by crop,Farmers,www.naic.gov.ng,,,,,,,,
Agriculture,NAIC,Livestock Insurance,Insure livestock against losses,Get your livestock insurance,Register to officially get livestock insurance.,Registration,Offline,NAIC offices,"Animal details, veterinary cert, ID",7-14 days,Premium varies,Livestock farmers,www.naic.gov.ng,,,,,,,,
Agriculture,NAIC,Insurance Claim Processing,Process crop/livestock insurance claims,Pay your insurance claim processing,Pay your insurance claim processing through the government payment system.,Payment,Offline,NAIC offices,"Claim form, evidence of loss, policy doc",14-30 days,Claim amount,Policyholders,www.naic.gov.ng,,,,,,,,
Agriculture,FMARD,Agricultural Extension Service,Access farm extension and advisory services,Find information about agricultural extension service,Learn about agricultural extension service and how it can help you.,Information,Offline,Extension centers,"ID, farm location",Ongoing,Free,Farmers,www.fmard.gov.ng,,,,,,,,
Agriculture,FMARD,Farm Input Subsidy Program,"Access subsidized farm inputs (seeds, fertilizer)",Farm Input Subsidy Program,Follow the government process to get farm input subsidy program.,Compliance,Offline,Ministry offices/distribution centers,"Farmer registration, ID, farm proof",Seasonal,Subsidized,Registered farmers,www.fmard.gov.ng,https://www.fmard.gov.ng/subsidy,Yes,Hybrid,https://www.fmard.gov.ng/subsidy/apply,Yes,https://www.fmard.gov.ng/downloads/subsidy-form.pdf,Online + Verification,✅
Agriculture,FMARD,Agricultural Loan Access,Get access to government agricultural loans,Get your agricultural loan access,Get official permission from the government for agricultural loan access.,Licensing,Offline,Bank/Ministry offices,"Business plan, land certificate, ID",21-60 days,Interest-dependent,Farmers,www.fmard.gov.ng,,,,,,,,
Youth,NSC,Sports Talent Registration,Register as budding athlete with NSC,Get your sports talent registration,Register to officially get sports talent registration.,Registration,Online/Offline,NSC offices/centers,"Birth certificate, ID, medical cert",7-14 days,"₦5,000-₦20,000",Young athletes,www.nsc.gov.ng,,,,,,,,
Youth,NSC,Sports Facility Booking,Book public sports facilities for training/events,Get your sports facility booking,Get official permission from the government for sports facility booking.,Licensing,Online/Offline,NSC/stadium offices,"Event details, insurance proof",7-14 days,"₦50,000-₦500,000",Sports groups/organizations,www.nsc.gov.ng,,,,,,,,
Youth,NSC,Athlete Sponsorship Information,Get information on athlete sponsorship opportunities,Find information about athlete sponsorship information,Learn about athlete sponsorship information and how it can help you.,Information,Online,www.nsc.gov.ng,Athlete profile,Instant,Free,Athletes,www.nsc.gov.ng,,,,,,,,
Finance,SEC,Stock Market Account Opening,Open brokerage account to trade securities,Get your stock market account opening,Get official identification from the government.,Registration,Online/Offline,Licensed brokers,"ID, address proof, employment letter, bank details",3-7 days,"₦10,000-₦50,000",Individuals/investors,www.sec.gov.ng,,,,,,,,
Finance,SEC,Company Listing Application,Apply to list company on Nigerian Stock Exchange,Get your company listing,Get official permission from the government for company listing application.,Licensing,Offline,SEC offices,"Financial statements (3yrs), audited reports, prospectus",60-120 days,"₦2,000,000-₦5,000,000",Public companies,www.sec.gov.ng,,,,,,,,
Finance,SEC,Investment Fraud Report,Report investment fraud or securities violations,Report Investment Fraud Report Problem,Tell the government about your investment fraud report problem. It is free.,Complaint,Online/Phone,www.sec.gov.ng,"Incident details, evidence, contact",5-15 days,Free,Investors/public,www.sec.gov.ng,,,,,,,,
Finance,NAICOM,Insurance Policy Search,Search for valid insurance policies,Find information about insurance policy search,Learn about insurance policy search and how it can help you.,Information,Online,www.naicom.gov.ng,Policy number or company,Instant,Free,Policyholders,www.naicom.gov.ng,,,,,,,,
Finance,NAICOM,Insurance Claim Assistance,Get help processing insurance claim,Report Insurance Claim Assistance Problem,Tell the government about your insurance claim assistance problem. It is free.,Complaint,Online/Phone,www.naicom.gov.ng,"Policy details, claim info",Processing varies,Free,Insurance customers,www.naicom.gov.ng,,,,,,,,
